,cdf,batch_num_tokens
0,0.0,0.9989999999999999
1,0.01,3.001162958349363
2,0.02,5.995445496133053
3,0.03,7.996469989602652
4,0.04,10.990159692286051
5,0.05,13.999202723426244
6,0.06,16.00658858967672
7,0.07,19.01067154327947
8,0.08,21.99907771279114
9,0.09,24.022732262610404
10,0.1,26.977430211401757
11,0.11,28.991440241586453
12,0.12,31.976480717732706
13,0.13,34.98784393437458
14,0.14,37.003063394656856
15,0.15,40.004851316295785
16,0.16,40.004851316295785
17,0.17,40.004851316295785
18,0.18,40.004851316295785
19,0.19,40.976582199748535
20,0.2,40.976582199748535
21,0.21,41.97191674322714
22,0.22,41.97191674322714
23,0.23,41.97191674322714
24,0.24,42.99142828733044
25,0.25,42.99142828733044
26,0.26,42.99142828733044
27,0.27,44.03570409928742
28,0.28,44.03570409928742
29,0.29,44.03570409928742
30,0.3,46.01653444375361
31,0.31,48.95986089487216
32,0.32,51.98737065170029
33,0.33,54.000906295163944
34,0.34,56.99712612291374
35,0.35000000000000003,60.03939109153555
36,0.36,62.99156830465424
37,0.37,65.03989765493789
38,0.38,67.96554640998895
39,0.39,71.02279778045839
40,0.4,73.03953941466173
41,0.41000000000000003,76.02034057843467
42,0.42,84.01547239000945
43,0.43,84.01547239000945
44,0.44,85.02973178204074
45,0.45,85.02973178204074
46,0.46,86.05623561054385
47,0.47000000000000003,86.05623561054385
48,0.48,86.92111544680155
49,0.49,86.92111544680155
50,0.5,87.97045261291906
51,0.51,87.97045261291906
52,0.52,87.97045261291906
53,0.53,512.3467181125903
54,0.54,512.3467181125903
55,0.55,512.3467181125903
56,0.56,512.3467181125903
57,0.5700000000000001,512.3467181125903
58,0.58,512.3467181125903
59,0.59,512.3467181125903
60,0.6,512.3467181125903
61,0.61,512.3467181125903
62,0.62,512.3467181125903
63,0.63,512.3467181125903
64,0.64,512.3467181125903
65,0.65,512.3467181125903
66,0.66,512.3467181125903
67,0.67,512.3467181125903
68,0.68,512.3467181125903
69,0.6900000000000001,512.3467181125903
70,0.7000000000000001,512.3467181125903
71,0.71,512.3467181125903
72,0.72,512.3467181125903
73,0.73,512.3467181125903
74,0.74,512.3467181125903
75,0.75,512.3467181125903
76,0.76,512.3467181125903
77,0.77,512.3467181125903
78,0.78,512.3467181125903
79,0.79,512.3467181125903
80,0.8,512.3467181125903
81,0.81,512.3467181125903
82,0.8200000000000001,512.3467181125903
83,0.8300000000000001,512.3467181125903
84,0.84,512.3467181125903
85,0.85,512.3467181125903
86,0.86,512.3467181125903
87,0.87,512.3467181125903
88,0.88,512.3467181125903
89,0.89,512.3467181125903
90,0.9,512.3467181125903
91,0.91,512.3467181125903
92,0.92,512.3467181125903
93,0.93,512.3467181125903
94,0.9400000000000001,512.3467181125903
95,0.9500000000000001,512.3467181125903
96,0.96,512.3467181125903
97,0.97,512.3467181125903
98,0.98,512.3467181125903
99,0.99,512.3467181125903
100,1.0,512.3467181125903
