,Request Id,prefill_e2e_time,cdf
0,0,23.252443542851232,0.0078125
1,1,75.30177295938626,0.015625
2,2,117.76526732417302,0.0234375
3,3,160.36329411657448,0.03125
4,4,200.8358363255351,0.0390625
5,5,241.74813301012452,0.046875
6,6,280.5053374963543,0.0546875
7,7,323.57159778999284,0.0625
8,8,365.7800042758517,0.0703125
9,9,409.0806521873985,0.078125
10,10,451.9971709674258,0.0859375
11,11,494.07257440973336,0.09375
12,12,537.5863301381548,0.1015625
13,13,580.8181791783651,0.109375
14,14,622.531117789373,0.1171875
15,15,665.0512954018612,0.125
16,16,719.7560231204684,0.1328125
17,17,761.7880390937604,0.140625
18,18,802.2552810826617,0.1484375
19,19,846.0115838921861,0.15625
20,20,886.5199252704084,0.1640625
21,21,927.9832931521237,0.171875
22,22,982.1276543602148,0.1796875
23,23,1025.6013152099356,0.1875
24,24,1063.3706579565683,0.1953125
25,25,1106.3192628434388,0.203125
26,26,1149.9397858517102,0.2109375
27,27,1204.7124998628067,0.21875
28,28,1244.751347368384,0.2265625
29,29,1286.6693911811046,0.234375
30,30,1327.1814412161934,0.2421875
31,31,1379.5428293181233,0.25
32,32,1421.8039849839192,0.2578125
33,33,1459.573327730552,0.265625
34,34,1502.4371666758052,0.2734375
35,35,1555.788944276486,0.28125
36,36,1596.0213650539476,0.2890625
37,37,1637.8918531575503,0.296875
38,38,1688.9039117775067,0.3046875
39,39,1730.9508226414416,0.3125
40,40,1772.2925202906756,0.3203125
41,41,1826.9787791211968,0.328125
42,42,1870.2292586949357,0.3359375
43,43,1913.3459563694198,0.34375
44,44,1968.1326564072358,0.3515625
45,45,2011.3443182077744,0.359375
46,46,2054.954346274642,0.3671875
47,47,2109.454425058503,0.375
48,48,2151.1924449242933,0.3828125
49,49,2205.193063357378,0.390625
50,50,2247.984842849708,0.3984375
51,51,2302.2492875062585,0.40625
52,52,2345.344553856813,0.4140625
53,53,2383.6239954455236,0.421875
54,54,2436.625700533238,0.4296875
55,55,2478.5333397026534,0.4375
56,56,2533.248089289061,0.4453125
57,57,2574.4222852010444,0.453125
58,58,2629.1556151565546,0.4609375
59,59,2671.9877042485737,0.46875
60,60,2721.076110709352,0.4765625
61,61,2773.735485926105,0.484375
62,62,2815.8220188822565,0.4921875
63,63,2868.197543077954,0.5
64,64,2908.230353178829,0.5078125
65,65,2959.9112519612304,0.515625
66,66,3003.162328264795,0.5234375
67,67,3057.929017487558,0.53125
68,68,3111.854463174809,0.5390625
69,69,3154.9390611176814,0.546875
70,70,3209.110553943524,0.5546875
71,71,3247.162130774649,0.5625
72,72,3298.06012618922,0.5703125
73,73,3351.975924795427,0.578125
74,74,3393.6227779078736,0.5859375
75,75,3447.6945153527727,0.59375
76,76,3497.420351280044,0.6015625
77,77,3550.872113734009,0.609375
78,78,3593.9921990278176,0.6171875
79,79,3648.2540921835644,0.625
80,80,3701.215180900525,0.6328125
81,81,3744.3621282120685,0.640625
82,82,3797.6494577869653,0.6484375
83,83,3847.827751594682,0.65625
84,84,3901.3896867735675,0.6640625
85,85,3955.5395892576644,0.671875
86,86,3993.2896856445996,0.6796875
87,87,4045.963802439427,0.6875
88,88,5060.60320945927,0.6953125
89,89,5115.11437753304,0.703125
90,90,5169.533667156714,0.7109375
91,91,5211.273210733104,0.71875
92,92,5262.923708228462,0.7265625
93,93,5316.436070114076,0.734375
94,94,5360.061380439414,0.7421875
95,95,5414.125342874758,0.75
96,96,5462.927776095455,0.7578125
97,97,5516.055947427467,0.765625
98,98,5553.821815382963,0.7734375
99,99,5604.916095367427,0.78125
100,100,5659.536679849236,0.7890625
101,101,5711.660600828283,0.796875
102,102,5753.11991801838,0.8046875
103,103,5806.411932459268,0.8125
104,104,5860.404652161487,0.8203125
105,105,5902.141606057032,0.828125
106,106,5956.982256100349,0.8359375
107,107,6010.673170535585,0.84375
108,108,6064.1335986401855,0.8515625
109,109,6101.899739684767,0.859375
110,110,6152.80262363716,0.8671875
111,111,6206.836660069735,0.875
112,112,6260.127906730539,0.8828125
113,113,6303.469819051795,0.890625
114,114,6353.426604634131,0.8984375
115,115,6404.007857927365,0.90625
116,116,6447.065087608304,0.9140625
117,117,6500.1030736094335,0.921875
118,118,6552.8705577903775,0.9296875
119,119,6596.324434983453,0.9375
120,120,6648.529797726313,0.9453125
121,121,6701.623117552908,0.953125
122,122,6753.282324668894,0.9609375
123,123,6795.51731679521,0.96875
124,124,6850.348115408169,0.9765625
125,125,6904.205680376981,0.984375
126,126,6947.944161991674,0.9921875
127,127,6996.657460516746,1.0
