Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,4913.03436334594,9.595770240910038,4913.03436334594,9.595770240910038,4913.03436334594,9.595770240910038,0.0,0.0,4913.03436334594,9.595770240910038,23.252443542851232,23.252443542851232,0.011353732198657828,9.550355312115407,,2560,2048,512,4.0,0
1,4940.614432023501,9.6496375625459,4917.412646158735,9.604321574528779,4917.412646158735,9.604321574528779,0.0,23.201785864765753,4917.412646158735,9.604321574528779,75.30177295938626,52.0999870946205,0.025439446823545167,9.502563787234598,0.05065767808547772,2560,2048,512,4.0,0
2,4984.085421301029,9.734541838478572,4919.876597401147,9.609133979299115,4919.876597401147,9.609133979299115,0.0,64.20882389988267,4919.876597401147,9.609133979299115,117.76526732417302,53.55644342429035,0.026150607140766773,9.504531550736045,0.6432481281499309,2560,2048,512,4.0,0
3,5027.33682993967,9.819017245975918,4920.9895615184605,9.611307737340743,4920.9895615184605,9.611307737340743,0.0,106.34726842121034,4920.9895615184605,9.611307737340743,160.36329411657448,54.01602569536415,0.026375012546564526,9.505807687154483,0.505172371340227,2560,2048,512,4.0,0
4,5068.426225604035,9.89926997188288,4921.616838570583,9.61253288783317,4921.616838570583,9.61253288783317,0.0,146.80938703345254,4921.616838570583,9.61253288783317,200.8358363255351,54.02644929208256,0.026380102193399688,9.50701247905957,2.667185345616166,2560,2048,512,4.0,0
5,5110.3610563865695,9.981173938255019,4922.679419913848,9.614608242019234,4922.679419913848,9.614608242019234,0.0,187.68163647272337,4922.679419913848,9.614608242019234,241.74813301012452,54.06649653740115,0.026399656512402905,9.50900961596962,2.2583460175971855,2560,2048,512,4.0,0
6,5149.620770558186,10.057853067496458,4923.223858515147,9.615671598662397,4923.223858515147,9.615671598662397,0.0,226.39691204303907,4923.223858515147,9.615671598662397,280.5053374963543,54.10842545331522,0.026420129615876572,9.50999108019889,4.45457619910276,2560,2048,512,4.0,0
7,5193.23433000278,10.143035800786679,4923.81546559887,9.616827081247793,4923.81546559887,9.616827081247793,0.0,269.4188644039101,4923.81546559887,9.616827081247793,323.57159778999284,54.15273338608273,0.026441764348673208,9.5110600238531,0.18190480921313146,2560,2048,512,4.0,0
8,5235.819432379987,10.226209828867162,4924.251750727693,9.617679200640026,4924.251750727693,9.617679200640026,0.0,311.5676816522929,4924.251750727693,9.617679200640026,365.7800042758517,54.212322623558805,0.026470860656034573,9.51179575801589,1.0960923187929819,2560,2048,512,4.0,0
9,5279.471637164092,10.311468041336116,4924.670386480321,9.618496848594377,4924.670386480321,9.618496848594377,0.0,354.8012506837699,4924.670386480321,9.618496848594377,409.0806521873985,54.27940150362866,0.026503614015443683,9.512482392532604,0.06050035441471735,2560,2048,512,4.0,0
10,5322.734784782153,10.395966376527642,4925.073320942329,9.619283829965486,4925.073320942329,9.619283829965486,0.0,397.6614638398238,4925.073320942329,9.619283829965486,451.9971709674258,54.33570712760201,0.026531106995899417,9.51315940198189,0.4934333919196483,2560,2048,512,4.0,0
11,5365.256756629096,10.479017102791204,4925.592229859459,9.620297323944255,4925.592229859459,9.620297323944255,0.0,439.6645267696369,4925.592229859459,9.620297323944255,494.07257440973336,54.40804764009647,0.026566429511765854,9.514031605897193,1.4078310557323075,2560,2048,512,4.0,0
