Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,7.311160049544641,0.014279609471766878,7.3111600495445295,0.014279609471766659,7.3111600495445295,0.014279609471766659,0.0,0.0,7.3111600495445295,0.014279609471766659,0.15434384611051177,0.15434384611051177,7.536320610864833e-05,0.013978156647332285,,2560,2048,512,4.0,0
1,7.327705907493497,0.014311925600573237,7.224019739468353,0.014109413553649128,7.224019739468353,0.014109413553649128,0.0,0.10368616802503405,7.224019739468353,0.014109413553649128,0.27382003334241256,0.1701338653173785,8.307317642450122e-05,0.013777120847951336,0.05065767808547772,2560,2048,512,4.0,0
2,7.206759347618226,0.014075701850816847,7.196204930185301,0.014055087754268166,7.196204930185301,0.014055087754268166,0.0,0.010554417432837138,7.196204930185301,0.014055087754268166,0.18470057659148553,0.1741461591586484,8.503230427668379e-05,0.013714958537161603,0.6432481281499309,2560,2048,512,4.0,0
3,7.08755821810463,0.013842887144735605,7.087156195060975,0.013842101943478466,7.087156195060975,0.013842101943478466,0.0,0.00040202304354464147,7.087156195060975,0.013842101943478466,0.17756386220219333,0.1771618391586487,8.650480427668393e-05,0.013496082726371946,0.505172371340227,2560,2048,512,4.0,0
4,6.634844681861914,0.01295868101926155,6.631060675936716,0.012951290382688899,6.631060675936716,0.012951290382688899,0.0,0.00378400592519057,6.631060675936716,0.012951290382688899,0.18835435281871238,0.1845703468935218,9.012223969410245e-05,0.012590801423912503,2.667185345616166,2560,2048,512,4.0,0
5,6.919726754928783,0.01351509131822028,6.912923295435932,0.013501803311398304,6.912923295435932,0.013501803311398304,0.0,0.006803459492825681,6.912923295435932,0.013501803311398304,0.19420749386118175,0.18740403436835606,9.150587615642386e-05,0.01313577980677266,2.2583460175971855,2560,2048,512,4.0,0
6,9.048884036821885,0.017673601634417745,9.045099402005055,0.017666209769541124,9.045099402005055,0.017666209769541124,0.0,0.003784634816907939,9.045099402005055,0.017666209769541124,0.1747287401342863,0.17094410531737836,8.346880142450115e-05,0.017332334563842967,4.45457619910276,2560,2048,512,4.0,0
7,8.970057553897577,0.017519643659956206,8.966284947769642,0.017512275288612583,8.966284947769642,0.017512275288612583,0.0,0.0037726061280221046,8.966284947769642,0.017512275288612583,0.17837892528667254,0.17460631915865044,8.525699177668478e-05,0.017171247321505673,0.18190480921313146,2560,2048,512,4.0,0
8,9.451440895343772,0.018459845498718305,9.443762672300759,0.01844484896933742,9.443762672300759,0.01844484896933742,0.0,0.007678223043054544,9.443762672300759,0.01844484896933742,0.21627366721452823,0.2085954441714737,0.00010185324422435239,0.01803743599243993,1.0960923187929819,2560,2048,512,4.0,0
9,9.459168929121606,0.018474939314690637,9.347373422382791,0.01825658871559139,9.347373422382791,0.01825658871559139,0.0,0.11179550673884897,9.347373422382791,0.01825658871559139,0.29938622910720625,0.18759072236835728,9.159703240642445e-05,0.017890200585965625,0.06050035441471735,2560,2048,512,4.0,0
