time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_kv_cache_swap.min,time_stats.attn_kv_cache_swap.max,time_stats.attn_kv_cache_swap.mean,time_stats.attn_kv_cache_swap.median,time_stats.attn_kv_cache_swap.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_prefill_kv_cache_prep.min,time_stats.attn_prefill_kv_cache_prep.max,time_stats.attn_prefill_kv_cache_prep.mean,time_stats.attn_prefill_kv_cache_prep.median,time_stats.attn_prefill_kv_cache_prep.std,time_stats.attn_prefill_qkv_reshape.min,time_stats.attn_prefill_qkv_reshape.max,time_stats.attn_prefill_qkv_reshape.mean,time_stats.attn_prefill_qkv_reshape.median,time_stats.attn_prefill_qkv_reshape.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill_output_reshape_copy.min,time_stats.attn_prefill_output_reshape_copy.max,time_stats.attn_prefill_output_reshape_copy.mean,time_stats.attn_prefill_output_reshape_copy.median,time_stats.attn_prefill_output_reshape_copy.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill
0.002,0.003,0.0026000000000000003,0.003,0.0004898979485566356,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.0,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,1,0,64,False
0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.0,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,2,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.004200000000000001,0.004,0.0004,0.008,0.008,0.008,0.008,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,3,0,64,False
0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.0,0.008,0.008,0.008,0.008,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,4,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.0,0.008,0.008,0.008,0.008,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,5,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.0,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,6,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.0,0.01,0.01,0.01,0.01,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,7,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.0,0.011,0.012,0.011199999999999998,0.011,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,8,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0058,0.006,0.0004,0.016,0.017,0.0162,0.016,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,9,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.019,0.019,0.019,0.019,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,10,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.0058,0.006,0.0004,0.02,0.021,0.020800000000000003,0.021,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,11,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.021,0.022,0.021200000000000004,0.021,0.00039999999999999893,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,12,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.023,0.025,0.0242,0.024,0.000748331477354789,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,13,0,64,False
0.003,0.004,0.0032,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.025,0.025,0.025,0.025,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,14,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,15,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.0,0.026000000000000002,0.027,0.0268,0.027,0.00039999999999999893,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,16,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.008,0.0078,0.008,0.0004,0.029,0.03,0.029200000000000004,0.029,0.000399999999999999,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,17,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.008,0.008,0.0,0.031,0.031,0.031,0.031,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,18,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.008,0.0078,0.008,0.0004,0.032,0.032,0.032,0.032,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,19,0,64,False
0.003,0.004,0.0032,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.007,0.009000000000000001,0.0078,0.008,0.0007483314773547885,0.032,0.033,0.0328,0.033,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,20,0,64,False
0.003,0.004,0.0032,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.008,0.008,0.0,0.034,0.034,0.034,0.034,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,21,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.008,0.0073999999999999995,0.007,0.0004898979485566357,0.036000000000000004,0.037,0.0368,0.037,0.0003999999999999976,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,22,0,64,False
0.003,0.004,0.0033999999999999994,0.003,0.0004898979485566357,0.0,0.0,0.0,0.0,0.0,0.007,0.008,0.0078,0.008,0.0004,0.037,0.037,0.037,0.037,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,23,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.008,0.0072,0.007,0.0004,0.038,0.038,0.038,0.038,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,24,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.04,0.041,0.040400000000000005,0.04,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,25,0,64,False
0.003,0.004,0.0038,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.010599999999999998,0.011,0.0004898979485566351,0.041,0.042,0.0412,0.041,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,26,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.041,0.042,0.0412,0.041,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,27,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.0,0.042,0.043000000000000003,0.042600000000000006,0.043000000000000003,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,28,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.01,0.009800000000000001,0.01,0.00039999999999999964,0.044,0.044,0.044,0.044,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,29,0,64,False
0.003,0.004,0.0034000000000000002,0.003,0.0004898979485566356,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.011,0.0102,0.01,0.0007483314773547876,0.044,0.045,0.044399999999999995,0.044,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,30,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.01,0.009200000000000002,0.009000000000000001,0.0003999999999999997,0.045,0.045,0.045,0.045,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,31,0,64,False
0.003,0.004,0.0032,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.01,0.0098,0.01,0.0003999999999999997,0.047,0.048,0.0474,0.047,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,32,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.014,0.0132,0.013000000000000001,0.00039999999999999964,0.049,0.05,0.0496,0.05,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,33,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.013000000000000001,0.012,0.012,0.0006324555320336764,0.051000000000000004,0.051000000000000004,0.051000000000000004,0.051000000000000004,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,34,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.013000000000000001,0.012199999999999999,0.012,0.00040000000000000034,0.052000000000000005,0.053,0.0528,0.053,0.0003999999999999976,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,35,0,64,False
0.003,0.004,0.0033999999999999994,0.003,0.0004898979485566357,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.0,0.052000000000000005,0.053,0.0528,0.053,0.0003999999999999976,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,36,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.014,0.0128,0.013000000000000001,0.0007483314773547883,0.054,0.054,0.054000000000000006,0.054,6.938893903907228e-18,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,37,0,64,False
0.003,0.004,0.0032,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.012,0.013000000000000001,0.012199999999999999,0.012,0.00040000000000000034,0.054,0.055,0.054200000000000005,0.054,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,38,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.014,0.0128,0.013000000000000001,0.0007483314773547884,0.056,0.056,0.05600000000000001,0.056,6.938893903907228e-18,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,39,0,64,False
0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.013000000000000001,0.0128,0.013000000000000001,0.0004000000000000004,0.056,0.057,0.056600000000000004,0.057,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,40,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.016,0.0158,0.016,0.00040000000000000034,0.059000000000000004,0.06,0.059199999999999996,0.059000000000000004,0.00039999999999999763,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,41,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.016,0.016,0.016,0.0,0.059000000000000004,0.06,0.0598,0.06,0.0003999999999999976,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,42,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.017,0.017,0.017,0.0,0.061,0.061,0.061,0.061,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,43,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.016,0.0158,0.016,0.00040000000000000034,0.063,0.063,0.063,0.063,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,44,0,64,False
0.003,0.004,0.0038,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.015,0.016,0.0158,0.016,0.00040000000000000034,0.063,0.064,0.0632,0.063,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,45,0,64,False
0.003,0.004,0.0038,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.015,0.017,0.0164,0.017,0.0008000000000000007,0.065,0.065,0.065,0.065,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,46,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.016,0.016,0.016,0.0,0.065,0.065,0.065,0.065,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,47,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.017,0.0164,0.016,0.000489897948556636,0.066,0.067,0.0666,0.067,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,48,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.02,0.019200000000000002,0.019,0.0007483314773547878,0.067,0.069,0.0674,0.067,0.0008000000000000007,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,49,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.019200000000000002,0.019,0.00040000000000000034,0.069,0.069,0.069,0.069,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,50,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.021,0.02,0.02,0.0006324555320336764,0.07,0.07,0.07,0.07,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,51,0,64,False
0.003,0.004,0.0032,0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.0196,0.02,0.000489897948556636,0.07,0.07100000000000001,0.0708,0.07100000000000001,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,52,0,64,False
0.003,0.004,0.0034000000000000002,0.003,0.0004898979485566356,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.0196,0.02,0.000489897948556636,0.07200000000000001,0.07200000000000001,0.07200000000000001,0.07200000000000001,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,53,0,64,False
0.003,0.004,0.0034000000000000002,0.003,0.0004898979485566356,0.0,0.0,0.0,0.0,0.0,0.019,0.021,0.020200000000000003,0.02,0.0007483314773547889,0.073,0.073,0.073,0.073,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,54,0,64,False
0.003,0.004,0.0034000000000000002,0.003,0.0004898979485566356,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.019200000000000002,0.019,0.00040000000000000034,0.074,0.075,0.0744,0.074,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,55,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.0194,0.019,0.000489897948556636,0.076,0.076,0.076,0.076,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,56,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.023,0.022399999999999996,0.022,0.000489897948556636,0.078,0.079,0.07880000000000001,0.079,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,57,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.023,0.022399999999999996,0.022,0.000489897948556636,0.079,0.08,0.0794,0.079,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,58,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.024,0.0232,0.023,0.00040000000000000034,0.079,0.081,0.08,0.08,0.0006324555320336764,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,59,0,64,False
0.003,0.004,0.0038,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.022,0.024,0.022799999999999997,0.023,0.0007483314773547889,0.08,0.08,0.08,0.08,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,60,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.024,0.023399999999999997,0.023,0.000489897948556636,0.081,0.082,0.08120000000000001,0.081,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,61,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.023,0.022000000000000002,0.022,0.0006324555320336754,0.082,0.083,0.08280000000000001,0.083,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,62,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.023,0.022199999999999998,0.022,0.00040000000000000034,0.083,0.084,0.08320000000000001,0.083,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,63,0,64,False
0.003,0.004,0.0036,0.004,0.0004898979485566356,0.0,0.0,0.0,0.0,0.0,0.023,0.024,0.0232,0.023,0.00040000000000000034,0.084,0.085,0.08480000000000001,0.085,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,64,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.027,0.0268,0.027,0.00039999999999999893,0.088,0.088,0.088,0.088,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,65,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.026000000000000002,0.0254,0.025,0.000489897948556636,0.088,0.089,0.08879999999999999,0.089,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,66,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.027,0.0264,0.026000000000000002,0.0004898979485566344,0.089,0.089,0.089,0.089,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,67,0,64,False
0.003,0.004,0.0038,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.025,0.026000000000000002,0.0258,0.026000000000000002,0.00040000000000000034,0.09,0.091,0.09019999999999999,0.09,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,68,0,64,False
0.003,0.004,0.0038,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.025,0.027,0.0258,0.026000000000000002,0.0007483314773547878,0.091,0.092,0.09119999999999999,0.091,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,69,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.027,0.026600000000000002,0.027,0.0007999999999999993,0.092,0.092,0.092,0.092,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,70,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.027,0.0262,0.026000000000000002,0.00039999999999999893,0.093,0.094,0.09319999999999999,0.093,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,71,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.026000000000000002,0.025,0.025,0.0006324555320336764,0.093,0.094,0.09319999999999999,0.093,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,72,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.03,0.029200000000000004,0.029,0.000399999999999999,0.096,0.098,0.0972,0.097,0.0007483314773547889,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,73,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.03,0.029199999999999997,0.029,0.0007483314773547874,0.096,0.098,0.097,0.097,0.0006324555320336764,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,74,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.03,0.0298,0.03,0.00039999999999999893,0.098,0.1,0.0992,0.099,0.0007483314773547889,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,75,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.03,0.0298,0.03,0.00039999999999999893,0.099,0.099,0.099,0.099,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,76,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.03,0.029199999999999997,0.029,0.000399999999999999,0.101,0.101,0.101,0.101,0.0,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,77,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.031,0.030199999999999998,0.03,0.00040000000000000034,0.10200000000000001,0.10300000000000001,0.1022,0.10200000000000001,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,78,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.03,0.0294,0.029,0.0004898979485566344,0.10200000000000001,0.10300000000000001,0.1022,0.10200000000000001,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,79,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.029,0.0284,0.028,0.000489897948556636,0.10300000000000001,0.10400000000000001,0.1038,0.10400000000000001,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,80,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.034,0.0334,0.033,0.000489897948556636,0.105,0.106,0.1056,0.106,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,81,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.034,0.0332,0.033,0.00040000000000000034,0.106,0.107,0.1066,0.107,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,82,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.034,0.0332,0.033,0.00040000000000000034,0.107,0.108,0.1076,0.108,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,83,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.035,0.0334,0.033,0.0008000000000000007,0.108,0.109,0.10840000000000001,0.108,0.000489897948556636,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,84,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.034,0.033600000000000005,0.034,0.000489897948556636,0.109,0.11,0.10980000000000001,0.11,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,85,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.036000000000000004,0.0342,0.034,0.0009797958971132722,0.111,0.111,0.11100000000000002,0.111,1.3877787807814457e-17,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,86,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.034,0.033800000000000004,0.034,0.00040000000000000034,0.112,0.112,0.11200000000000002,0.112,1.3877787807814457e-17,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,87,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.0342,0.034,0.00040000000000000034,0.112,0.113,0.11280000000000001,0.113,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,88,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.037,0.0368,0.037,0.0003999999999999976,0.115,0.115,0.11500000000000002,0.115,1.3877787807814457e-17,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,89,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.038,0.0374,0.037,0.000489897948556636,0.116,0.116,0.11600000000000002,0.116,1.3877787807814457e-17,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,90,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.037,0.0364,0.036000000000000004,0.0004898979485566326,0.117,0.11800000000000001,0.11720000000000001,0.117,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,91,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.0,0.11800000000000001,0.11800000000000001,0.11800000000000002,0.11800000000000001,1.3877787807814457e-17,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,92,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.039,0.0376,0.037,0.0008000000000000007,0.11900000000000001,0.12,0.1196,0.12,0.0004898979485566293,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,93,0,64,False
0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.037,0.036000000000000004,0.036000000000000004,0.0006324555320336743,0.12,0.121,0.1202,0.12,0.00040000000000000034,,,,,,,,,,,,,,,,,,,,,2560,32,32,16,1,4096,94,0,64,False
