,Request Id,request_e2e_time_normalized,cdf
0,0,9.595770240910038,0.0078125
1,1,9.6496375625459,0.015625
2,2,9.734541838478572,0.0234375
3,3,9.819017245975918,0.03125
4,4,9.89926997188288,0.0390625
5,5,9.981173938255019,0.046875
6,6,10.057853067496458,0.0546875
7,7,10.143035800786679,0.0625
8,8,10.226209828867162,0.0703125
9,9,10.311468041336116,0.078125
10,10,10.395966376527642,0.0859375
11,11,10.479017102791204,0.09375
12,12,10.56422687991745,0.1015625
13,13,10.64847799004152,0.109375
14,14,10.729757885292056,0.1171875
15,15,10.81299717883043,0.125
16,16,10.91906383562557,0.1328125
17,17,11.000923826535091,0.140625
18,18,11.079876926503458,0.1484375
19,19,11.16618439487951,0.15625
20,20,11.24514564485711,0.1640625
21,21,11.325708554985262,0.171875
22,22,11.430740525585644,0.1796875
23,23,11.515574460930447,0.1875
24,24,11.589739866877903,0.1953125
25,25,11.673507266834946,0.203125
26,26,11.758493935402097,0.2109375
27,27,11.865821159306455,0.21875
28,28,11.944279197856858,0.2265625
29,29,12.026026840002954,0.234375
30,30,12.104777552262652,0.2421875
31,31,12.206744982985782,0.25
32,32,12.28982866759014,0.2578125
33,33,12.36354275342911,0.265625
34,34,12.447051523435677,0.2734375
35,35,12.550711252651187,0.28125
36,36,12.629661233989491,0.2890625
37,37,12.711267199277605,0.296875
38,38,12.810308945579534,0.3046875
39,39,12.893338263737062,0.3125
40,40,12.973938717971862,0.3203125
41,41,13.080484835497384,0.328125
42,42,13.16499329043074,0.3359375
43,43,13.249750583992386,0.34375
44,44,13.356155107837433,0.3515625
45,45,13.440483428071667,0.359375
46,46,13.525561552610126,0.3671875
47,47,13.631461956339077,0.375
48,48,13.712888083070911,0.3828125
49,49,13.817829223989293,0.390625
50,50,13.902446208224314,0.3984375
51,51,13.985090612027223,0.40625
52,52,14.027052252958933,0.4140625
53,53,14.05944915376484,0.421875
54,54,14.10933870304166,0.4296875
55,55,14.148844080274712,0.4375
56,56,14.2034079367668,0.4453125
57,57,14.242543621380683,0.453125
58,58,14.297143767656173,0.4609375
59,59,14.339517524887317,0.46875
60,60,14.383095843822213,0.4765625
61,61,14.434402090177187,0.484375
62,62,14.475459776301012,0.4921875
63,63,14.526249193715067,0.5
64,64,14.563223201619307,0.5078125
65,65,14.612632506757674,0.515625
66,66,14.65581916105698,0.5234375
67,67,14.710945193060285,0.53125
68,68,14.764718212216955,0.5390625
69,69,14.807703727549141,0.546875
70,70,14.862031554634287,0.5546875
71,71,14.895050271247099,0.5625
72,72,14.9421314703303,0.5703125
73,73,14.995902421531744,0.578125
74,74,15.035937971081964,0.5859375
75,75,15.089217885068152,0.59375
76,76,15.134856299711345,0.6015625
77,77,15.18770461070407,0.609375
78,78,15.230700165763324,0.6171875
79,79,15.284840924810254,0.625
80,80,15.367047270701137,0.6328125
81,81,15.434196952821928,0.640625
82,82,15.51619085789247,0.6484375
83,83,15.592705982126407,0.65625
88,88,18.866979787980483,0.6640625
89,89,18.98282156766753,0.671875
90,90,19.09839820219528,0.6796875
91,91,19.187365518917257,0.6875
87,87,19.270887898557927,0.6953125
92,92,19.29726067229991,0.703125
93,93,19.411148562494073,0.7109375
94,94,19.503716418492782,0.71875
95,95,19.61786918070974,0.7265625
96,96,19.722178614989357,0.734375
97,97,19.8352648462012,0.7421875
86,86,19.858948778303635,0.75
98,98,19.916368643624892,0.7578125
99,99,20.024694883668452,0.765625
100,100,20.14067796076951,0.7734375
101,101,20.251723539851184,0.78125
102,102,20.34007423758154,0.7890625
103,103,20.45309474941679,0.796875
85,85,20.560479350744952,0.8046875
104,104,20.588167774520862,0.8125
105,105,20.69319482901942,0.8203125
106,106,20.82901821258322,0.828125
107,107,20.96307505398106,0.8359375
108,108,21.096998628776245,0.84375
109,109,21.19430820860884,0.8515625
110,110,21.32244405663636,0.859375
84,84,21.362398658974772,0.8671875
111,111,21.457535346229832,0.875
112,112,21.591104192264236,0.8828125
113,113,21.699240734723986,0.890625
114,114,21.82569006424767,0.8984375
115,115,21.953403447891684,0.90625
116,116,22.06041289928037,0.9140625
117,117,22.19174346216145,0.921875
118,118,22.323169484622213,0.9296875
119,119,22.430457804375635,0.9375
120,120,22.55958426582066,0.9453125
121,121,22.69114040508211,0.953125
122,122,22.819737553730892,0.9609375
123,123,22.924258467623538,0.96875
124,124,23.05850554467226,0.9765625
125,125,23.191145796131597,0.984375
126,126,23.298313093043188,0.9921875
127,127,23.41753203205748,1.0
