,Request Id,request_e2e_time,cdf
0,0,4913.03436334594,0.0078125
1,1,4940.614432023501,0.015625
2,2,4984.085421301029,0.0234375
3,3,5027.33682993967,0.03125
4,4,5068.426225604035,0.0390625
5,5,5110.3610563865695,0.046875
6,6,5149.620770558186,0.0546875
7,7,5193.23433000278,0.0625
8,8,5235.819432379987,0.0703125
9,9,5279.471637164092,0.078125
10,10,5322.734784782153,0.0859375
11,11,5365.256756629096,0.09375
12,12,5408.884162517735,0.1015625
13,13,5452.0207309012585,0.109375
14,14,5493.636037269533,0.1171875
15,15,5536.2545555611805,0.125
16,16,5590.560683840292,0.1328125
17,17,5632.472999185967,0.140625
18,18,5672.89698636977,0.1484375
19,19,5717.086410178309,0.15625
20,20,5757.514570166841,0.1640625
21,21,5798.762780152454,0.171875
22,22,5852.53914909985,0.1796875
23,23,5895.974123996389,0.1875
24,24,5933.946811841486,0.1953125
25,25,5976.835720619492,0.203125
26,26,6020.3488949258735,0.2109375
27,27,6075.300433564905,0.21875
28,28,6115.470949302711,0.2265625
29,29,6157.3257420815125,0.234375
30,30,6197.646106758478,0.2421875
31,31,6249.8534312887205,0.25
32,32,6292.3922778061515,0.2578125
33,33,6330.133889755704,0.265625
34,34,6372.890379999067,0.2734375
35,35,6425.964161357408,0.28125
36,36,6466.38655180262,0.2890625
37,37,6508.168806030134,0.296875
38,38,6558.878180136721,0.3046875
39,39,6601.389191033376,0.3125
40,40,6642.656623601593,0.3203125
41,41,6697.20823577466,0.328125
42,42,6740.476564700539,0.3359375
43,43,6783.8722990041015,0.34375
44,44,6838.3514152127655,0.3515625
45,45,6881.527515172694,0.359375
46,46,6925.087514936385,0.3671875
47,47,6979.3085216456075,0.375
48,48,7020.998698532307,0.3828125
49,49,7074.728562682518,0.390625
50,50,7118.052458610849,0.3984375
51,51,7160.366393357938,0.40625
52,52,7181.850753514974,0.4140625
53,53,7198.437966727598,0.421875
54,54,7223.98141595733,0.4296875
55,55,7244.208169100652,0.4375
56,56,7272.144863624601,0.4453125
57,57,7292.18233414691,0.453125
58,58,7320.137609039961,0.4609375
59,59,7341.832972742306,0.46875
60,60,7364.145072036973,0.4765625
61,61,7390.41387017072,0.484375
62,62,7411.435405466118,0.4921875
63,63,7437.439587182114,0.5
64,64,7456.370279229085,0.5078125
65,65,7481.667843459929,0.515625
66,66,7503.779410461174,0.5234375
67,67,7532.003938846866,0.53125
68,68,7559.535724655081,0.5390625
69,69,7581.54430850516,0.546875
70,70,7609.360155972755,0.5546875
71,71,7626.265738878515,0.5625
72,72,7650.371312809114,0.5703125
73,73,7677.902039824253,0.578125
74,74,7698.4002411939655,0.5859375
75,75,7725.679557154894,0.59375
76,76,7749.0464254522085,0.6015625
77,77,7776.104760680484,0.609375
78,78,7798.118484870822,0.6171875
79,79,7825.83855350285,0.625
80,80,7867.928202598982,0.6328125
81,81,7902.308839844827,0.640625
82,82,7944.289719240945,0.6484375
83,83,7983.465462848721,0.65625
84,84,8288.610679682211,0.6640625
85,85,8594.28036861139,0.671875
86,86,8876.950103901725,0.6796875
87,87,9172.942639713574,0.6875
88,88,9659.893651446007,0.6953125
89,89,9719.204642645775,0.703125
90,90,9778.379879523984,0.7109375
91,91,9823.931145685636,0.71875
92,92,9880.197464217554,0.7265625
93,93,9938.508063996966,0.734375
94,94,9985.902806268305,0.7421875
95,95,10044.349020523387,0.75
96,96,10097.75545087455,0.7578125
97,97,10155.655601255014,0.765625
98,98,10197.180745535945,0.7734375
99,99,10252.643780438248,0.78125
100,100,10312.027115913988,0.7890625
101,101,10368.882452403806,0.796875
102,102,10414.118009641748,0.8046875
103,103,10471.984511701396,0.8125
104,104,10541.141900554681,0.8203125
105,105,10594.915752457942,0.828125
106,106,10664.45732484261,0.8359375
107,107,10733.094427638303,0.84375
108,108,10801.663297933437,0.8515625
109,109,10851.485802807727,0.859375
110,110,10917.091356997817,0.8671875
111,111,10986.258097269674,0.875
112,112,11054.645346439289,0.8828125
113,113,11110.011256178681,0.890625
114,114,11174.753312894807,0.8984375
115,115,11240.142565320542,0.90625
116,116,11294.931404431549,0.9140625
117,117,11362.172652626663,0.921875
118,118,11429.462776126573,0.9296875
119,119,11484.394395840325,0.9375
120,120,11550.507144100178,0.9453125
121,121,11617.86388740204,0.953125
122,122,11683.705627510217,0.9609375
123,123,11737.220335423252,0.96875
124,124,11805.954838872198,0.9765625
125,125,11873.866647619378,0.984375
126,126,11928.736303638112,0.9921875
127,127,11989.77640041343,1.0
