,cdf,batch_execution_time
0,0.0,0.010061872152153168
1,0.01,0.010061872152153168
2,0.02,0.010142689996659517
3,0.03,0.010142689996659517
4,0.04,0.010162995682338517
5,0.05,0.010162995682338517
6,0.06,0.010162995682338517
7,0.07,0.010162995682338517
8,0.08,0.01020372909115209
9,0.09,0.010224156977220457
10,0.1,0.010224156977220457
11,0.11,0.010265135521238833
12,0.12,0.010306278307754034
13,0.13,0.010856383753157218
14,0.14,0.0108998962696904
15,0.15,0.010943583184912693
16,0.16,0.010943583184912693
17,0.17,0.010943583184912693
18,0.18,0.010943583184912693
19,0.19,0.011031483010194344
20,0.2,0.011031483010194344
21,0.21,0.011031483010194344
22,0.22,0.011031483010194344
23,0.23,0.011031483010194344
24,0.24,0.011031483010194344
25,0.25,0.011031483010194344
26,0.26,0.011031483010194344
27,0.27,0.011031483010194344
28,0.28,0.011031483010194344
29,0.29,0.011097870894875253
30,0.3,0.011097870894875253
31,0.31,0.011097870894875253
32,0.32,0.011097870894875253
33,0.33,0.011142351294774148
34,0.34,0.011550783751992826
35,0.35000000000000003,0.011550783751992826
36,0.36,0.011550783751992826
37,0.37,0.011550783751992826
38,0.38,0.011643560665779715
39,0.39,0.011643560665779715
40,0.4,0.011643560665779715
41,0.41000000000000003,0.011643560665779715
42,0.42,0.011643560665779715
43,0.43,0.01169022819683742
44,0.44,0.01169022819683742
45,0.45,0.01169022819683742
46,0.46,0.01169022819683742
47,0.47000000000000003,0.01169022819683742
48,0.48,0.01169022819683742
49,0.49,0.011760580435127404
50,0.5,0.011760580435127404
51,0.51,0.011760580435127404
52,0.52,0.011807716982826767
53,0.53,0.011807716982826767
54,0.54,0.012588117590665422
55,0.55,0.01274008503346046
56,0.56,0.01279114744735968
57,0.5700000000000001,0.01279114744735968
58,0.58,0.01279114744735968
59,0.59,0.012919700659469575
60,0.6,0.012919700659469575
61,0.61,0.012919700659469575
62,0.62,0.012919700659469575
63,0.63,0.012997451909840904
64,0.64,0.012997451909840904
65,0.65,0.012997451909840904
66,0.66,0.012997451909840904
67,0.67,0.012997451909840904
68,0.68,0.013101848589856717
69,0.6900000000000001,0.013101848589856717
70,0.7000000000000001,0.013101848589856717
71,0.71,0.013128078516963538
72,0.72,0.013128078516963538
73,0.73,0.013128078516963538
74,0.74,0.013260017943753182
75,0.75,0.013260017943753182
76,0.76,0.013313164255004388
77,0.77,0.013313164255004388
78,0.78,0.013313164255004388
79,0.79,0.013446963825009393
80,0.8,0.013446963825009393
81,0.81,0.013446963825009393
82,0.8200000000000001,0.013473884673507913
83,0.8300000000000001,0.013527888165181794
84,0.84,0.013609299511113834
85,0.85,0.013609299511113834
86,0.86,0.013663845747083996
87,0.87,0.013663845747083996
88,0.88,0.013828799695279554
89,0.89,0.013828799695279554
90,0.9,0.014861193851189074
91,0.91,0.016457041000491286
92,0.92,0.01662243706766539
93,0.93,0.01678949539350651
94,0.9400000000000001,0.016992183099781375
95,0.9500000000000001,0.017128665813019556
96,0.96,0.017509672292034872
97,0.97,0.018854534751150547
98,0.98,0.040477801388591736
99,0.99,0.042468122088452895
100,1.0,0.0491439513861072
